Country,WeightPerCountry,WeightEurope,Gender,Question
Belgium,0.92,0.25,Woman,Neither agree nor disagree
Czech Republic,0.98,0.21,Man,Agree
Czech Republic,0.99,0.21,Woman,Agree
Austria,1,0.2,Man,Agree
Australia,1.26,,Man,Strongly agree
Czech Republic,1.03,0.22,Woman,Neither agree nor disagree
Spain,1.02,1.25,Woman,Neither agree nor disagree
Italy,0.95,1.53,Man,Disagree
Netherlands,1.08,0.45,Man,Neither agree nor disagree
Romania,0.97,0.53,Woman,Strongly disagree
Netherlands,1.04,0.44,Man,Disagree
Luxembourg,0.95,0.02,Man,Agree
Czech Republic,0.99,0.21,Woman,Disagree
United Kingdom,1.09,1.7,Woman,Agree
Luxembourg,0.95,0.02,Man,Neither agree nor disagree
Czech Republic,1.04,0.22,Man,Neither agree nor disagree
Poland,1.02,1.03,Woman,Strongly agree
Italy,1,1.61,Man,Disagree
Czech Republic,0.99,0.21,Woman,Agree
Netherlands,1.03,0.43,Woman,Agree
United Kingdom,1.09,1.7,Woman,Neither agree nor disagree
Austria,0.98,0.2,Woman,Neither agree nor disagree
United Kingdom,0.87,1.36,Man,Strongly disagree
Poland,1.03,1.04,Man,Strongly agree
Austria,1.04,0.21,Woman,Neither agree nor disagree
Belgium,1.01,0.27,Woman,Strongly disagree
Turkey,1.02,1.71,Man,Agree
United Kingdom,0.93,1.45,Man,Strongly disagree
Belgium,1.09,0.3,Woman,Strongly agree
Spain,0.92,1.13,Man,Disagree
Poland,0.96,0.97,Man,Strongly disagree
Netherlands,1.06,0.45,Woman,Strongly disagree
Austria,1.07,0.21,Woman,Strongly disagree
Czech Republic,1,0.21,Woman,Neither agree nor disagree
Belgium,1,0.27,Man,Strongly disagree
Poland,1.03,1.04,Man,Disagree
Austria,1,0.2,Man,Neither agree nor disagree
Austria,1.04,0.21,Woman,Strongly agree
Turkey,0.85,1.43,Man,Strongly disagree
Austria,0.97,0.19,Man,Strongly disagree
Austria,0.97,0.19,Man,Agree
United Kingdom,0.93,1.45,Woman,Strongly disagree
Netherlands,1.06,0.45,Woman,Neither agree nor disagree
Czech Republic,0.98,0.21,Woman,Agree
Czech Republic,0.97,0.21,Woman,Disagree
Belgium,0.96,0.26,Woman,Disagree
Italy,0.99,1.61,Woman,Strongly agree
Poland,1.02,1.03,Woman,Neither agree nor disagree
Austria,1.04,0.21,Man,Disagree
Netherlands,1.01,0.42,Woman,Strongly agree
Turkey,0.89,1.51,Man,Agree
Belgium,0.85,0.23,Woman,Strongly agree
Netherlands,1.06,0.45,Woman,Neither agree nor disagree
Czech Republic,1.01,0.21,Man,Strongly agree
Netherlands,0.98,0.41,Man,Disagree
Romania,0.95,0.52,Woman,Neither agree nor disagree
Poland,1.02,1.03,Woman,Agree
Belgium,1.01,0.28,Woman,Strongly agree
Luxembourg,0.79,0.02,Woman,Agree
Luxembourg,0.79,0.02,Woman,Strongly disagree
United Kingdom,1.08,1.68,Woman,Agree
Spain,0.97,1.18,Man,Agree
Poland,0.95,0.96,Woman,Strongly agree
Luxembourg,0.87,0.02,Woman,Agree
Netherlands,1.02,0.43,Woman,Neither agree nor disagree
Belgium,0.99,0.27,Man,Agree
Romania,0.98,0.54,Man,Agree
Austria,0.94,0.19,Man,Neither agree nor disagree
Austria,1.04,0.21,Woman,Agree
Austria,1.02,0.2,Woman,Agree
Romania,1,0.54,Man,Strongly disagree
Spain,0.94,1.15,Man,Neither agree nor disagree
Spain,0.97,1.18,Man,Strongly disagree
Austria,1.02,0.2,Woman,Agree
Luxembourg,0.81,0.02,Man,Neither agree nor disagree
Italy,1,1.61,Man,Agree
Romania,0.95,0.52,Man,Disagree
Austria,1.01,0.2,Woman,Agree
Turkey,0.86,1.46,Woman,Agree
Austria,1.01,0.2,Man,Strongly disagree
Austria,1.01,0.2,Man,Strongly disagree
Belgium,0.99,0.27,Man,Neither agree nor disagree
Belgium,0.96,0.26,Man,Neither agree nor disagree
USA,0.98,,Man,Neither agree nor disagree
Spain,1.08,1.32,Woman,Agree
United Kingdom,1.03,1.62,Man,Agree
Austria,0.97,0.19,Woman,Neither agree nor disagree
Luxembourg,0.69,0.01,Man,Strongly disagree
Netherlands,1.02,0.43,Man,Strongly disagree
Turkey,0.89,1.5,Woman,Neither agree nor disagree
Austria,0.94,0.19,Man,Neither agree nor disagree
Spain,0.94,1.15,Man,Neither agree nor disagree
Netherlands,1.04,0.43,Woman,Agree
Spain,1.06,1.29,Woman,Disagree
Austria,1.01,0.2,Man,Neither agree nor disagree
Austria,0.97,0.19,Man,Neither agree nor disagree
Austria,1.01,0.2,Man,Disagree
Czech Republic,1,0.21,Woman,Agree
Austria,0.95,0.19,Man,Disagree
Netherlands,1.03,0.43,Man,Disagree
Austria,1,0.2,Man,Agree
Netherlands,0.99,0.42,Man,Agree
Austria,1.01,0.2,Man,Agree
Austria,0.94,0.19,Man,Neither agree nor disagree
Netherlands,1.05,0.44,Woman,Strongly agree
United Kingdom,1.14,1.79,Woman,Strongly agree
Luxembourg,0.95,0.02,Man,Neither agree nor disagree
Austria,0.98,0.2,Woman,Neither agree nor disagree
Poland,1.02,1.03,Woman,Neither agree nor disagree
Australia,1.02,,Man,Strongly disagree
Belgium,0.85,0.23,Woman,Agree
Spain,1.02,1.25,Woman,Strongly disagree
Austria,0.95,0.19,Man,Strongly disagree
United Kingdom,0.94,1.47,Woman,Disagree
Spain,1.08,1.32,Woman,Strongly disagree
Austria,0.94,0.19,Man,Disagree
United Kingdom,1.08,1.68,Woman,Strongly disagree
Belgium,0.85,0.23,Woman,Neither agree nor disagree
Poland,1.02,1.03,Woman,Strongly disagree
Austria,1,0.2,Man,Disagree
Czech Republic,1.01,0.21,Woman,Agree
Spain,1.01,1.24,Man,Disagree
Italy,0.99,1.61,Woman,Disagree
Spain,0.93,1.14,Man,Neither agree nor disagree
Netherlands,1.03,0.43,Woman,Neither agree nor disagree
Austria,0.98,0.2,Woman,Strongly agree
Austria,0.95,0.19,Man,Strongly disagree
Austria,1.07,0.21,Woman,Strongly disagree
Netherlands,1.04,0.44,Woman,Agree
Belgium,1.01,0.28,Man,Disagree
Netherlands,1.01,0.42,Woman,Neither agree nor disagree
Austria,0.95,0.19,Man,Disagree
Belgium,0.95,0.26,Woman,Neither agree nor disagree
Czech Republic,0.98,0.21,Woman,Neither agree nor disagree
Netherlands,1.01,0.42,Woman,Disagree
Turkey,0.85,1.43,Man,Disagree
Czech Republic,1,0.21,Man,Agree
Turkey,0.89,1.51,Man,Strongly disagree
Austria,0.98,0.2,Woman,Disagree
Austria,1,0.2,Man,Agree
Austria,0.96,0.19,Woman,Disagree
Australia,1.02,,Man,Agree
Spain,1,1.22,Woman,Disagree
Czech Republic,0.99,0.21,Woman,Disagree
Austria,0.94,0.19,Man,Disagree
Italy,1,1.61,Man,Agree
United Kingdom,1,1.57,Man,Neither agree nor disagree
Austria,1.04,0.21,Woman,Agree
Austria,1.04,0.21,Woman,Neither agree nor disagree
Belgium,0.94,0.26,Man,Disagree
Belgium,1.06,0.29,Man,Strongly agree
Austria,1.01,0.2,Man,Disagree
Austria,1.02,0.2,Woman,Agree
Netherlands,1.03,0.43,Woman,Disagree
Belgium,0.95,0.26,Woman,Disagree
Austria,1,0.2,Man,Agree
Spain,0.97,1.18,Man,Neither agree nor disagree
United Kingdom,0.92,1.43,Man,Neither agree nor disagree
Austria,0.95,0.19,Man,Strongly agree
Netherlands,1.03,0.43,Woman,Strongly agree
Austria,1.01,0.2,Man,Strongly disagree
Italy,1.05,1.69,Woman,Agree
Austria,1,0.2,Man,Strongly disagree
Turkey,0.86,1.46,Woman,Neither agree nor disagree
Austria,0.98,0.2,Woman,Agree
Austria,0.98,0.2,Woman,Disagree
Belgium,0.96,0.26,Woman,Neither agree nor disagree
Czech Republic,1.07,0.23,Man,Strongly disagree
Netherlands,1.01,0.42,Woman,Neither agree nor disagree
Austria,0.94,0.19,Man,Disagree
Austria,1.02,0.2,Woman,Strongly agree
Austria,1,0.2,Man,Disagree
Spain,0.99,1.21,Man,Agree
Romania,0.96,0.52,Woman,Neither agree nor disagree
Austria,1.03,0.21,Woman,Strongly disagree
Italy,1.05,1.69,Woman,Agree
Italy,1,1.61,Man,Neither agree nor disagree
Turkey,0.94,1.59,Man,Agree
Belgium,0.85,0.23,Woman,Disagree
Spain,1,1.22,Woman,Agree
Austria,1,0.2,Man,Agree
Austria,0.97,0.19,Man,Strongly disagree
Netherlands,1.08,0.45,Man,Disagree
Netherlands,1.04,0.43,Woman,Agree
Spain,0.96,1.17,Woman,Strongly disagree
Czech Republic,1,0.21,Woman,Disagree
Netherlands,1.06,0.45,Woman,Agree
Austria,1.01,0.2,Man,Strongly disagree
Romania,0.96,0.52,Woman,Agree
Netherlands,1.04,0.44,Woman,Agree
Czech Republic,1.01,0.21,Man,Neither agree nor disagree
Belgium,1.01,0.28,Woman,Neither agree nor disagree
Netherlands,1.06,0.45,Woman,Neither agree nor disagree
Netherlands,0.97,0.41,Man,Neither agree nor disagree
Netherlands,1.01,0.42,Woman,Strongly disagree
Italy,0.95,1.53,Man,Disagree
Netherlands,1.13,0.47,Woman,Neither agree nor disagree
Belgium,1.09,0.3,Woman,Strongly agree
Czech Republic,0.97,0.21,Woman,Disagree
Austria,1,0.2,Man,Strongly disagree
Belgium,0.96,0.26,Man,Strongly disagree
Spain,0.93,1.14,Man,Disagree
Austria,0.97,0.19,Man,Strongly disagree
Turkey,0.89,1.51,Man,Strongly agree
Austria,1.01,0.2,Man,Agree
Spain,0.97,1.19,Man,Agree
Turkey,0.86,1.46,Woman,Strongly disagree
Poland,0.96,0.97,Man,Agree
Australia,1.02,,Man,Strongly agree
Czech Republic,0.97,0.21,Man,Strongly agree
Austria,1,0.2,Man,Strongly disagree
Belgium,1.01,0.28,Man,Strongly disagree
Czech Republic,0.99,0.21,Woman,Disagree
Netherlands,1.04,0.43,Woman,Disagree
Belgium,0.88,0.24,Man,Neither agree nor disagree
Austria,1,0.2,Woman,Neither agree nor disagree
Czech Republic,0.98,0.21,Woman,Neither agree nor disagree
United Kingdom,0.96,1.51,Man,Disagree
Belgium,0.96,0.26,Woman,Neither agree nor disagree
Austria,1,0.2,Woman,Strongly disagree
Spain,0.96,1.17,Woman,Disagree
Austria,1.02,0.2,Woman,Strongly disagree
Belgium,1.01,0.28,Man,Disagree
Belgium,1.09,0.3,Woman,Strongly agree
Turkey,0.94,1.59,Man,Agree
Czech Republic,0.98,0.21,Woman,Disagree
Belgium,1.09,0.3,Woman,Agree
Australia,1.02,,Man,Disagree
Poland,0.96,0.97,Man,Neither agree nor disagree
Spain,0.97,1.19,Man,Disagree
Poland,0.96,0.97,Man,Agree
Turkey,0.86,1.46,Woman,Agree
Turkey,0.94,1.59,Man,Neither agree nor disagree
Netherlands,1.05,0.44,Woman,Disagree
Netherlands,1.03,0.43,Man,Disagree
Poland,1.02,1.03,Woman,Strongly agree
Belgium,1.01,0.28,Woman,Agree
Czech Republic,1.01,0.21,Man,Agree
Netherlands,1.05,0.44,Woman,Agree
Netherlands,1.02,0.43,Woman,Neither agree nor disagree
Italy,1.05,1.69,Woman,Disagree
Austria,0.98,0.2,Man,Agree
Spain,1,1.22,Woman,Disagree
Spain,0.97,1.19,Man,Disagree
Netherlands,1.02,0.43,Woman,Agree
Netherlands,1.04,0.43,Woman,Disagree
Italy,0.99,1.6,Man,Agree
Romania,1.08,0.59,Woman,Strongly agree
Netherlands,1.14,0.48,Woman,Agree
Spain,1.08,1.32,Woman,Agree
Czech Republic,0.95,0.2,Woman,Agree
Turkey,1.08,1.81,Woman,Strongly agree
Poland,0.96,0.97,Man,Agree
Romania,1,0.54,Woman,Strongly disagree
Netherlands,0.97,0.41,Man,Disagree
Austria,0.98,0.2,Woman,Strongly disagree
Italy,1,1.61,Man,Neither agree nor disagree
Austria,0.95,0.19,Man,Strongly disagree
Czech Republic,0.98,0.21,Woman,Neither agree nor disagree
Spain,0.91,1.11,Man,Strongly disagree
Spain,1.02,1.25,Man,Strongly agree
Czech Republic,1,0.21,Man,Agree
Turkey,0.94,1.59,Man,Neither agree nor disagree
Spain,0.99,1.21,Man,Agree
Poland,0.96,0.97,Man,Agree
Italy,0.99,1.61,Woman,Agree
Italy,0.95,1.53,Man,Neither agree nor disagree
United Kingdom,1,1.56,Woman,Strongly disagree
Spain,1,1.22,Woman,Disagree
Netherlands,1.02,0.43,Man,Strongly disagree
Luxembourg,0.54,0.01,Man,Disagree
Czech Republic,0.97,0.21,Woman,Agree
Austria,1,0.2,Man,Disagree
Turkey,0.94,1.59,Man,Agree
Austria,1,0.2,Man,Agree
Czech Republic,1.07,0.23,Man,Neither agree nor disagree
Romania,1,0.54,Man,Neither agree nor disagree
Spain,1.01,1.23,Woman,Strongly agree
Spain,0.99,1.21,Man,Agree
Netherlands,1.01,0.42,Woman,Strongly disagree
Austria,1,0.2,Man,Disagree
Luxembourg,0.79,0.02,Woman,Neither agree nor disagree
Austria,1.04,0.21,Woman,Neither agree nor disagree
Netherlands,1.01,0.42,Woman,Neither agree nor disagree
Poland,1.02,1.03,Woman,Neither agree nor disagree
Netherlands,1.04,0.44,Woman,Disagree
Austria,0.95,0.19,Man,Strongly disagree
Italy,1.01,1.63,Woman,Strongly disagree
Spain,1.05,1.28,Woman,Disagree
Belgium,1.01,0.28,Woman,Agree
Austria,0.94,0.19,Man,Neither agree nor disagree
Czech Republic,1.01,0.21,Man,Agree
Romania,1.14,0.62,Man,Agree
Turkey,0.94,1.59,Man,Neither agree nor disagree
Turkey,0.89,1.5,Woman,Disagree
USA,0.98,,Man,Disagree
Luxembourg,1.81,0.04,Man,Strongly disagree
Belgium,0.9,0.25,Woman,Neither agree nor disagree
Czech Republic,0.96,0.2,Woman,Agree
Austria,0.97,0.19,Woman,Neither agree nor disagree
USA,0.99,,Woman,Neither agree nor disagree
Austria,1.01,0.2,Man,Disagree
Poland,1.11,1.12,Man,Agree
Austria,0.97,0.19,Man,Strongly agree
Czech Republic,1.01,0.21,Woman,Agree
Spain,0.94,1.15,Man,Disagree
Netherlands,1,0.42,Man,Disagree
Austria,0.97,0.19,Man,Strongly disagree
Austria,0.94,0.19,Man,Agree
Austria,1.02,0.2,Woman,Strongly disagree
Austria,0.95,0.19,Man,Agree
Austria,1,0.2,Woman,Strongly agree
Netherlands,0.95,0.4,Woman,Disagree
Austria,0.95,0.19,Man,Strongly disagree
Austria,0.98,0.2,Woman,Disagree
Turkey,0.86,1.46,Woman,Agree
Austria,0.94,0.19,Man,Disagree
Turkey,1.08,1.81,Woman,Disagree
Austria,0.98,0.2,Woman,Agree
Turkey,0.89,1.5,Woman,Disagree
Netherlands,1.02,0.43,Man,Disagree
Czech Republic,1,0.21,Woman,Agree
Belgium,1.01,0.28,Woman,Neither agree nor disagree
Belgium,0.85,0.23,Woman,Neither agree nor disagree
Austria,0.95,0.19,Man,Neither agree nor disagree
Czech Republic,1.01,0.21,Man,Disagree
Italy,1.05,1.69,Woman,Strongly agree
Romania,0.95,0.52,Man,Disagree
Czech Republic,0.98,0.21,Man,Agree
Spain,0.97,1.19,Man,Disagree
Austria,1,0.2,Man,Disagree
Austria,1.04,0.21,Woman,Agree
Austria,1.06,0.21,Man,Neither agree nor disagree
Spain,1.01,1.23,Woman,Neither agree nor disagree
Spain,1.01,1.24,Man,Strongly disagree
Spain,1,1.22,Woman,Disagree
Netherlands,0.97,0.41,Man,Strongly disagree
Netherlands,1.02,0.43,Woman,Disagree
Czech Republic,0.98,0.21,Woman,Disagree
Spain,0.94,1.15,Man,Strongly disagree
Luxembourg,1.03,0.02,Woman,Neither agree nor disagree
USA,1.03,,Man,Strongly disagree
Austria,1,0.2,Man,Strongly agree
Spain,0.96,1.17,Woman,Strongly agree
Belgium,0.96,0.26,Man,Neither agree nor disagree
USA,1.02,,Man,Disagree
Spain,1.01,1.24,Man,Disagree
Czech Republic,0.96,0.2,Woman,Strongly agree
Romania,0.97,0.53,Woman,Agree
Belgium,0.85,0.23,Woman,Neither agree nor disagree
Belgium,1.05,0.29,Man,Neither agree nor disagree
Austria,1.02,0.2,Woman,Strongly agree
Romania,0.95,0.52,Man,Agree
Netherlands,1.01,0.42,Woman,Neither agree nor disagree
Austria,1.04,0.21,Woman,Strongly disagree
Czech Republic,1.03,0.22,Woman,Disagree
Austria,0.97,0.19,Man,Strongly disagree
Austria,1,0.2,Man,Strongly disagree
Romania,0.95,0.52,Man,Agree
Austria,0.95,0.19,Man,Strongly agree
Spain,1.01,1.24,Man,Disagree
Poland,1.03,1.04,Man,Strongly disagree
Austria,1.04,0.21,Man,Agree
Turkey,0.94,1.59,Man,Agree
Spain,1.02,1.25,Man,Strongly agree
Luxembourg,1.81,0.04,Woman,Neither agree nor disagree
Belgium,0.96,0.26,Man,Strongly disagree
Czech Republic,1,0.21,Man,Disagree
Austria,0.97,0.19,Man,Disagree
Spain,0.97,1.18,Man,Agree
Austria,0.95,0.19,Man,Agree
USA,1,,Man,Strongly disagree
Czech Republic,0.98,0.21,Man,Agree
Austria,0.95,0.19,Man,Neither agree nor disagree
Czech Republic,0.99,0.21,Woman,Neither agree nor disagree
Spain,1.01,1.24,Man,Agree
Netherlands,1.03,0.43,Woman,Agree
Netherlands,1.03,0.43,Woman,Agree
Luxembourg,1.21,0.03,Man,Neither agree nor disagree
Austria,0.98,0.2,Woman,Disagree
Austria,0.95,0.19,Man,Agree
Austria,0.95,0.19,Man,Disagree
Czech Republic,1,0.21,Woman,Agree
Austria,1,0.2,Woman,Agree
Austria,0.98,0.2,Woman,Strongly agree
USA,0.98,,Man,Disagree
Czech Republic,1.03,0.22,Man,Agree
Italy,1.05,1.69,Woman,Agree
Austria,0.95,0.19,Man,Disagree
Czech Republic,0.99,0.21,Woman,Agree
Austria,0.96,0.19,Woman,Disagree
Czech Republic,1.01,0.21,Woman,Agree
Spain,1,1.23,Woman,Strongly agree
Turkey,0.89,1.5,Woman,Agree
Spain,0.99,1.21,Man,Agree
Netherlands,1.02,0.43,Man,Neither agree nor disagree
USA,1.13,,Man,Strongly disagree
Netherlands,1.01,0.42,Woman,Disagree
Czech Republic,1.04,0.22,Man,Disagree
Czech Republic,1,0.21,Woman,Agree
Spain,1,1.22,Woman,Disagree
Spain,1.02,1.25,Man,Strongly disagree
Austria,1.03,0.21,Woman,Neither agree nor disagree
Austria,0.97,0.19,Man,Strongly disagree
Spain,1.02,1.25,Woman,Neither agree nor disagree
United Kingdom,0.99,1.55,Woman,Neither agree nor disagree
USA,1.02,,Man,Agree
Czech Republic,0.97,0.2,Woman,Disagree
Luxembourg,0.88,0.02,Man,Disagree
Belgium,1.01,0.28,Woman,Neither agree nor disagree
United Kingdom,0.95,1.48,Man,Strongly disagree
Spain,1.01,1.23,Woman,Agree
Spain,0.96,1.17,Woman,Disagree
Turkey,0.89,1.51,Man,Agree
Romania,1.08,0.59,Woman,Neither agree nor disagree
Austria,1.04,0.21,Man,Neither agree nor disagree
Luxembourg,0.57,0.01,Woman,Neither agree nor disagree
Belgium,1.05,0.29,Man,Disagree
Czech Republic,0.97,0.21,Woman,Neither agree nor disagree
Turkey,0.89,1.51,Man,Strongly agree
Czech Republic,0.99,0.21,Woman,Agree
Austria,0.95,0.19,Woman,Neither agree nor disagree
Spain,0.96,1.18,Man,Strongly agree
Austria,0.98,0.2,Woman,Strongly disagree
Austria,0.98,0.2,Woman,Strongly agree
Austria,0.92,0.18,Man,Disagree
Luxembourg,0.92,0.02,Man,Agree
Romania,1,0.54,Woman,Agree
Luxembourg,0.81,0.02,Man,Disagree
Turkey,1.02,1.71,Man,Agree
Austria,1.03,0.21,Woman,Neither agree nor disagree
Austria,0.98,0.2,Woman,Strongly disagree
United Kingdom,0.95,1.49,Woman,Strongly agree
Austria,1.03,0.21,Woman,Disagree
Austria,0.98,0.2,Woman,Agree
Netherlands,1.07,0.45,Man,Strongly disagree
Poland,1.02,1.03,Woman,Agree
Spain,0.96,1.17,Woman,Disagree
Austria,1.03,0.21,Woman,Agree
Belgium,0.92,0.25,Woman,Neither agree nor disagree
Spain,0.97,1.19,Man,Strongly disagree
United Kingdom,0.93,1.45,Man,Neither agree nor disagree
USA,0.98,,Man,Strongly disagree
Austria,0.95,0.19,Man,Neither agree nor disagree
USA,1,,Woman,Disagree
Spain,0.97,1.19,Man,Strongly disagree
USA,0.97,,Man,Disagree
USA,1.03,,Woman,Agree
Belgium,1.1,0.3,Man,Strongly disagree
Turkey,1.02,1.71,Man,Neither agree nor disagree
Austria,1.03,0.21,Woman,Neither agree nor disagree
Netherlands,1.1,0.46,Man,Strongly disagree
Turkey,0.89,1.5,Woman,Agree
Austria,0.92,0.18,Man,Agree
Austria,0.95,0.19,Man,Neither agree nor disagree
Turkey,2.11,3.56,Woman,Disagree
Romania,0.96,0.52,Woman,Agree
Netherlands,1.05,0.44,Man,Strongly disagree
USA,1.02,,Man,Agree
United Kingdom,0.91,1.42,Man,Agree
Turkey,0.86,1.46,Woman,Disagree
Turkey,1.08,1.81,Woman,Agree
Italy,1.05,1.69,Woman,Agree
Turkey,0.89,1.51,Man,Neither agree nor disagree
Austria,1,0.2,Man,Agree
USA,0.98,,Man,Neither agree nor disagree
Turkey,1.02,1.71,Man,Strongly disagree
Romania,1,0.54,Man,Agree
Luxembourg,0.49,0.01,Man,Agree
Belgium,1.13,0.31,Woman,Strongly agree
Luxembourg,0.91,0.02,Man,Agree
Austria,0.95,0.19,Man,Strongly disagree
Austria,0.97,0.19,Man,Agree
Austria,0.95,0.19,Man,Disagree
Spain,0.96,1.18,Man,Disagree
Austria,0.98,0.2,Woman,Agree
Turkey,0.89,1.51,Man,Agree
Turkey,0.94,1.59,Man,Strongly agree
Czech Republic,1.03,0.22,Man,Agree
Germany,1.01,2.23,Woman,Strongly disagree
Germany,1.02,2.25,Man,Strongly agree
Germany,0.98,2.17,Woman,Disagree
Germany,0.98,2.18,Man,Neither agree nor disagree
Romania,0.97,0.53,Man,Agree
Germany,0.87,1.93,Woman,Strongly disagree
Germany,0.99,2.21,Woman,Strongly disagree
Germany,0.99,2.19,Man,Agree
Germany,0.85,1.88,Woman,Strongly disagree
Germany,1.12,2.48,Woman,Agree
Germany,1,2.21,Man,Neither agree nor disagree
United Kingdom,0.92,1.44,Woman,Strongly disagree
Germany,0.91,2.01,Woman,Agree
Netherlands,1,0.42,Man,Strongly disagree
Germany,0.87,1.93,Man,Strongly disagree
Germany,0.98,2.17,Man,Neither agree nor disagree
Germany,1.07,2.37,Woman,Agree
Germany,0.98,2.18,Man,Strongly disagree
Germany,1,2.23,Man,Agree
Germany,0.98,2.19,Woman,Neither agree nor disagree
Romania,0.95,0.52,Woman,Neither agree nor disagree
Germany,1.03,2.29,Woman,Agree
Germany,0.99,2.19,Man,Disagree
Germany,1,2.22,Man,Strongly disagree
Germany,1,2.21,Man,Neither agree nor disagree
Germany,0.87,1.93,Man,Neither agree nor disagree
Germany,0.92,2.04,Man,Agree
Germany,0.98,2.18,Man,Agree
Czech Republic,0.99,0.21,Man,Strongly disagree
Germany,0.98,2.17,Man,Strongly disagree
Germany,0.96,2.14,Man,Disagree
USA,1,,Woman,Neither agree nor disagree
Germany,0.97,2.16,Man,Strongly disagree
Germany,0.99,2.19,Man,Neither agree nor disagree
Germany,1,2.21,Man,Agree
Germany,0.98,2.18,Woman,Neither agree nor disagree
Germany,0.98,2.17,Man,Strongly disagree
Germany,0.87,1.92,Woman,Disagree
Germany,0.98,2.19,Woman,Strongly disagree
Germany,0.85,1.88,Woman,Disagree
Turkey,1.08,1.81,Woman,Agree
Germany,1.03,2.29,Woman,Strongly disagree
Germany,0.87,1.93,Man,Neither agree nor disagree
Germany,0.99,2.19,Woman,Strongly disagree
Germany,0.98,2.17,Man,Agree
Germany,0.94,2.08,Woman,Strongly agree
Germany,1.01,2.24,Man,Strongly disagree
Germany,1,2.21,Man,Strongly disagree
Germany,1,2.21,Man,Strongly disagree
Germany,0.98,2.18,Woman,Strongly agree
Germany,0.84,1.86,Woman,Agree
Czech Republic,0.98,0.21,Woman,Agree
Germany,1.11,2.46,Man,Strongly disagree
Germany,1,2.22,Man,Disagree
Germany,1,2.21,Man,Strongly disagree
Germany,1,2.21,Woman,Disagree
Germany,0.98,2.18,Man,Strongly disagree
Germany,0.96,2.13,Man,Agree
Germany,0.94,2.09,Woman,Neither agree nor disagree
Belgium,0.96,0.26,Woman,Neither agree nor disagree
Germany,0.94,2.09,Woman,Disagree
Netherlands,1.04,0.44,Woman,Neither agree nor disagree
Belgium,1.1,0.3,Man,Strongly agree
Germany,0.93,2.07,Woman,Agree
Germany,0.98,2.18,Man,Agree
Germany,1,2.21,Man,Strongly disagree
Austria,1.01,0.2,Man,Strongly disagree
Germany,1.02,2.27,Woman,Disagree
Romania,0.97,0.53,Man,Neither agree nor disagree
Germany,0.93,2.07,Woman,Strongly disagree
Germany,1,2.21,Man,Neither agree nor disagree
Germany,0.99,2.19,Woman,Strongly agree
Germany,0.98,2.17,Woman,Agree
Austria,0.98,0.2,Woman,Strongly disagree
Germany,0.98,2.19,Woman,Agree
Luxembourg,1.1,0.02,Man,Agree
Germany,1.08,2.4,Man,Strongly disagree
Germany,1.07,2.38,Man,Strongly disagree
Germany,0.96,2.14,Woman,Neither agree nor disagree
Germany,0.98,2.17,Woman,Strongly disagree
Germany,1,2.22,Woman,Neither agree nor disagree
Italy,1.02,1.64,Woman,Disagree
Germany,0.91,2.01,Woman,Agree
USA,1,,Woman,Strongly agree
Germany,0.93,2.07,Woman,Agree
Germany,1,2.21,Man,Agree
Spain,1.01,1.23,Woman,Strongly agree
Germany,0.94,2.09,Man,Disagree
Germany,1,2.22,Woman,Neither agree nor disagree
Luxembourg,0.87,0.02,Woman,Disagree
Germany,0.98,2.18,Woman,Neither agree nor disagree
Germany,1.02,2.27,Woman,Agree
Germany,1,2.21,Man,Strongly disagree
Italy,1.03,1.66,Woman,Strongly agree
Germany,0.88,1.95,Woman,Agree
Germany,0.94,2.09,Man,Disagree
Turkey,0.89,1.5,Woman,Disagree
Poland,0.96,0.97,Woman,Strongly disagree
Italy,1.01,1.63,Man,Neither agree nor disagree
Germany,1,2.22,Woman,Agree
Italy,1,1.61,Woman,Agree
Italy,1,1.61,Woman,Strongly disagree
Spain,0.92,1.13,Man,Strongly disagree
Italy,1,1.61,Woman,Agree
Belgium,0.92,0.25,Woman,Disagree
Germany,0.99,2.21,Woman,Agree
Italy,1.01,1.63,Man,Neither agree nor disagree
Italy,0.99,1.61,Woman,Disagree
Belgium,1.09,0.3,Woman,Disagree
Germany,0.99,2.19,Man,Strongly agree
Germany,1,2.22,Man,Disagree
Turkey,0.86,1.46,Woman,Neither agree nor disagree
Italy,0.94,1.52,Man,Agree
Germany,0.98,2.17,Man,Disagree
Italy,0.94,1.52,Man,Strongly disagree
Italy,0.98,1.58,Woman,Strongly disagree
Turkey,0.94,1.59,Man,Agree
Germany,0.99,2.21,Woman,Strongly disagree
Spain,0.99,1.21,Man,Agree
France,0.96,1.58,Woman,Strongly agree
Germany,1,2.21,Man,Disagree
Germany,0.98,2.18,Man,Neither agree nor disagree
France,0.94,1.56,Woman,Strongly disagree
Austria,0.98,0.2,Woman,Strongly disagree
Italy,1,1.61,Woman,Disagree
Czech Republic,0.98,0.21,Man,Disagree
Italy,1.01,1.64,Woman,Neither agree nor disagree
Germany,0.94,2.09,Woman,Strongly disagree
Poland,0.96,0.97,Man,Strongly agree
Italy,1.02,1.64,Woman,Disagree
France,0.98,1.61,Woman,Neither agree nor disagree
Germany,0.88,1.95,Man,Neither agree nor disagree
France,1.01,1.66,Man,Disagree
France,1.07,1.77,Woman,Disagree
Germany,1.09,2.42,Woman,Neither agree nor disagree
France,0.98,1.61,Woman,Strongly agree
